datetime,year,month,day,hour,day of week,total,place,angbutter,plain bread,jam,croissant,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,gateau chocolat,pandoro,cheese cake,orange pound,wiener,tiramisu,merinque cookies,americano,caffe latte,milk tea,lemon ade,vanila latte,berry ade,food items,drinks
2019-12-15 14:06,2019,12,15,14,Sun,45400,??,3,,,,,2,,,,,,,,,,,,3,2,,,,,,
2019-12-15 14:46,2019,12,15,14,Sun,21800,????,2,,,,1,,,,,,,,,,,,,,,,,,1,,
2019-12-15 15:16,2019,12,15,15,Sun,15300,?? 3?,1,,,,1,1,,,,,,,,,,,,,,,,,,,
2019-12-15 15:53,2019,12,15,15,Sun,17100,???,2,,,,,,,,,,,,,,,,,,,1,,,,,
2019-12-16 11:12,2019,12,16,11,Mon,15300,??,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-16 11:41,2019,12,16,11,Mon,18900,???,3,,,,,,,,,,,,,,1,,,,,,,,,,
2019-12-16 12:07,2019,12,16,12,Mon,14100,?? 2?,1,,,,,,1,,,,1,,,,,,,,,,,,,,
2019-12-16 12:58,2019,12,16,12,Mon,14800,?? 2?,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2019-12-16 13:21,2019,12,16,13,Mon,16800,???,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-16 13:37,2019,12,16,13,Mon,14500,?? 1?,,1,,,1,,,,,,,,,,,,,,1,,,,,,
2019-12-16 14:26,2019,12,16,14,Mon,20300,?? 3?,1,,,,1,,,,,,,,,,,,,,,2,,,,,
2019-12-16 14:31,2019,12,16,14,Mon,23600,???,3,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-12-16 14:32,2019,12,16,14,Mon,19500,?? 2?,,,,,1,1,,,,,,,,1,,,,,1,,,,,,
2019-12-18 11:22,2019,12,18,11,Wed,52800,???,5,,,,1,,1,,,,1,,,1,1,,,,,,,,,,
2019-12-18 12:39,2019,12,18,12,Wed,14000,?? 3?,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-12-18 12:45,2019,12,18,12,Wed,19600,??,2,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-18 13:28,2019,12,18,13,Wed,14100,??,2,,,,,,,,,,,,,,1,,,,,,,,,,
2019-12-18 13:51,2019,12,18,13,Wed,19600,??,2,1,,,,,,,,,,,,,,,,,,,1,,,,
2019-12-18 14:40,2019,12,18,14,Wed,15500,?? 3?,,,,,,,,,,,,,,,,,,,,3,,,,,
2019-12-18 15:05,2019,12,18,15,Wed,19100,?? 2?,2,,,,,1,1,,,,,,,,,,,,,,,,,,
2019-12-18 15:23,2019,12,18,15,Wed,51200,?? 2?,2,,,2,,,2,,,,2,2,,2,,,,,,,,,,,
2019-12-19 11:29,2019,12,19,11,Thur,24800,??,1,,,2,,1,1,,,,,,,,,,,,,,,,,,
2019-12-19 11:45,2019,12,19,11,Thur,35300,???,1,1,,1,1,,2,,,,,1,,1,,,,,,,,,,,
2019-12-19 12:16,2019,12,19,12,Thur,14300,?? 2?,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
2019-12-19 12:17,2019,12,19,12,Thur,15800,??,1,,,,2,,,,,,,,,,,,,,,,,,,,
2019-12-19 13:02,2019,12,19,13,Thur,15600,?? 3?,2,,,,,,,,,,,,,,,,1,,,,,,,,
2019-12-19 13:04,2019,12,19,13,Thur,16400,?? 3?,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-19 13:06,2019,12,19,13,Thur,32500,??,,1,1,2,1,,2,,,,,,,,1,,,,,1,,,,,
2019-12-19 13:21,2019,12,19,13,Thur,14300,??,,2,1,,,,,,,,1,,,,,,,,,,,,,,
2019-12-19 13:53,2019,12,19,13,Thur,16600,???,2,,,,,,,,,,,,,,2,,,,,,,,,,
2019-12-20 11:18,2019,12,20,11,Fri,16800,???,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-20 11:53,2019,12,20,11,Fri,16300,???,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-20 13:29,2019,12,20,13,Fri,21600,???,2,,,,,,,2,,,,,,,,,,,,,,,,,
2019-12-20 14:29,2019,12,20,14,Fri,19300,???,1,1,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-20 15:37,2019,12,20,15,Fri,16800,???,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
2019-12-20 16:43,2019,12,20,16,Fri,31100,???,2,2,,2,,,,,,,,,,1,,,,,,,,,,,
2019-12-21 11:04,2019,12,21,11,Sat,15100,?? 3?,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-12-21 11:52,2019,12,21,11,Sat,14800,?? 2?,1,,,,,,1,,,,,,,1,,,,,,,,,,,
2019-12-21 12:02,2019,12,21,12,Sat,19800,?? 2?,1,,,,,,,,,,,,,1,,,,1,,,,,1,,
2019-12-21 12:17,2019,12,21,12,Sat,15300,?? 1?,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-21 12:24,2019,12,21,12,Sat,25300,??,1,,,,,,1,1,,,,,,,1,,,2,,,,,,,
2019-12-21 13:29,2019,12,21,13,Sat,18500,?? 2?,,,,4,,,,,,,,,,,1,,,,,,,,,,
2019-12-21 13:58,2019,12,21,13,Sat,20000,???,,1,,1,,1,1,,,,,,,,1,,,,,,,,,,
2019-12-21 14:18,2019,12,21,14,Sat,15800,?? 3?,1,,,,1,,,,,,,,,,,,,,1,,,,,,
2019-12-21 14:28,2019,12,21,14,Sat,18500,?? 1?,,,,,,1,1,,,,,,,1,,,,,,1,,,,,
2019-12-21 14:43,2019,12,21,14,Sat,30900,?? 2?,2,,,1,,1,1,,,,1,,,1,,,,,,,,,,,
2019-12-22 11:05,2019,12,22,11,Sun,14800,?? 3?,1,,,1,,,,,,,,,,,,,,,,,,1,,,
2019-12-22 11:33,2019,12,22,11,Sun,46000,??,2,3,,4,,,,,,,,1,,1,1,,,,,,,,,,
2019-12-22 11:38,2019,12,22,11,Sun,19300,??,1,,,,1,,1,,,,,,,1,,,,,,,,,,,
2019-12-22 12:21,2019,12,22,12,Sun,19300,???,1,,,,,,1,,,,,,,,,,,2,,,,,,,
2019-12-22 13:54,2019,12,22,13,Sun,15300,?? 2?,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-22 14:03,2019,12,22,14,Sun,16000,?? 2?,,4,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 14:17,2019,12,22,14,Sun,20300,???,1,1,,,,,,,,,,,,1,,,,,,,,1,,,
2019-12-22 14:35,2019,12,22,14,Sun,19300,?? 1?,1,,,,1,,,,,,,,,,,,,2,,,,,,,
2019-12-22 14:45,2019,12,22,14,Sun,19000,?? 1?,,,,1,1,,,,,,,1,,1,,,,,,,,,,,
2019-12-22 15:10,2019,12,22,15,Sun,15000,?? 2?,,,,,1,,,,,,,,,,,,,1,1,,,,,,
2019-12-22 15:53,2019,12,22,15,Sun,19600,?? 2?,2,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-12-23 11:31,2019,12,23,11,Mon,26100,???,2,,,,,1,,1,,,,,1,,,,,,,,,,,,
2019-12-23 12:06,2019,12,23,12,Mon,23800,?? 2?,1,,,,1,2,,,,,,,,,,,,,,1,,,,,
2019-12-23 13:05,2019,12,23,13,Mon,25600,??,2,,,,,,,,,,,,1,,2,,,1,,,,,,,
2019-12-23 13:37,2019,12,23,13,Mon,27300,?? 2?,1,,,1,,,,,,,,,,1,,,,2,,1,,,,,
2019-12-23 13:57,2019,12,23,13,Mon,30300,????,1,,,,,,1,,,,,,,,,,,,3,1,,,,,
2019-12-23 14:42,2019,12,23,14,Mon,19500,???,,,,1,1,,1,,,,,,,,2,,,,,,,,,,
2019-12-23 15:03,2019,12,23,15,Mon,14000,?? 1?,1,1,,,,,,,,,,,,1,,,,,,,,,,,
2019-12-24 11:13,2019,12,24,11,Tues,15300,??,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-24 11:17,2019,12,24,11,Tues,21400,???,3,,,,,,,,,,,,,,2,,,,,,,,,,
2019-12-24 13:14,2019,12,24,13,Tues,19300,?? 1?,,,,,1,,,,,,1,,1,,,,1,,,,,,,,
2019-12-25 11:29,2019,12,25,11,Wed,24100,??,2,1,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-25 11:55,2019,12,25,11,Wed,15300,?? 1?,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-12-25 12:16,2019,12,25,12,Wed,14800,???,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-12-25 14:47,2019,12,25,14,Wed,20000,??,,,,,1,,,,,,,,1,,,,,1,,,,1,,,
2019-12-25 15:00,2019,12,25,15,Wed,18300,?? 2?,1,,,2,,,,,,,,,,,,,,,1,,,,,,
2019-12-25 17:14,2019,12,25,17,Wed,17000,?? 2?,,3,,,,,,,,,,,,,,,,,,,,1,,,
2019-12-26 12:16,2019,12,26,12,Thur,20500,?? 2?,,1,1,,1,,,,,,,,,1,,,,,,,,1,,,
2019-12-26 12:18,2019,12,26,12,Thur,26600,???,2,,,,1,,,,,,,,1,,,,,,,1,,,,,
2019-12-26 13:47,2019,12,26,13,Thur,14500,?? 3?,,,,1,2,,,,,,,,,,,,,,,,,,,,
2019-12-26 14:06,2019,12,26,14,Thur,15600,??,2,,,,,,,,,,,,,,,,,1,,,,,,,
2019-12-26 15:18,2019,12,26,15,Thur,15300,???,,,,,,1,,,,,1,,,1,,,,,,,,,,,
2019-12-27 11:39,2019,12,27,11,Fri,16300,?? 3?,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
2019-12-27 12:45,2019,12,27,12,Fri,15800,???,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-27 12:49,2019,12,27,12,Fri,15000,??,,,,1,,,2,,,,,,,,1,,,,,,,,,,
2019-12-28 11:10,2019,12,28,11,Sat,16100,???,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-28 11:48,2019,12,28,11,Sat,14800,?? 3?,1,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-12-28 12:04,2019,12,28,12,Sat,17000,?? 3?,,1,2,,,1,,,,,,,,1,,,,,,,,,,,
2019-12-28 12:09,2019,12,28,12,Sat,22300,?? 3?,1,,,,,1,,,,,,2,,,1,,,,,,,,,,
2019-12-28 12:35,2019,12,28,12,Sat,20900,?? 1?,3,,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-28 13:09,2019,12,28,13,Sat,35600,?? 1?,7,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 13:12,2019,12,28,13,Sat,18800,?? 2?,1,,,,,,1,,,,,,,1,,,,1,,,,,,,
2019-12-28 13:31,2019,12,28,13,Sat,21500,??,,,,3,1,,,,,,,,,,,,,,1,,,,,,
2019-12-28 13:47,2019,12,28,13,Sat,18800,??,1,1,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-28 14:20,2019,12,28,14,Sat,22000,???,,,,,,,,,,,,2,2,,,,,,,,,,,,
2019-12-28 14:51,2019,12,28,14,Sat,17000,???,,,,4,,,,,,,,,,,,,,,,,,,,,
2019-12-28 14:55,2019,12,28,14,Sat,21500,???,,2,,,1,,2,,,,,,,,,,,,,,,,,,
2019-12-28 14:58,2019,12,28,14,Sat,24300,?? 2?,1,1,,,,,,1,,,,,1,,,,,,,,,,,,
2019-12-28 15:52,2019,12,28,15,Sat,19300,?? 3?,1,,,1,,1,,,,,,,,,2,,,,,,,,,,
2019-12-28 16:18,2019,12,28,16,Sat,58900,??,3,2,,4,3,2,,,,,,,,,,,,,,,,,,,
2019-12-28 16:38,2019,12,28,16,Sat,21100,??,2,,,,,,,1,,,,,1,,,,,,,,,,,,
2019-12-29 11:16,2019,12,29,11,Sun,14000,???,1,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-12-29 11:34,2019,12,29,11,Sun,15300,??,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-29 12:11,2019,12,29,12,Sun,15300,??,1,,,,,1,,,,,,,,1,,,,,,,,,,,
2019-12-29 12:24,2019,12,29,12,Sun,23900,?? 1?,4,1,,,,,,,,,,,,,,,,,,,,,,,
2019-12-29 12:39,2019,12,29,12,Sun,14800,??,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-29 12:52,2019,12,29,12,Sun,23800,?? 3?,2,1,,,1,,,,,,,,1,,,,,,,,,,,,
2019-12-29 13:03,2019,12,29,13,Sun,19800,?? 3?,,1,1,,,,,,,,1,,,1,,,,,,,,1,,,
2019-12-29 13:34,2019,12,29,13,Sun,14800,?? 3?,1,,,,,,1,,,,,1,,,,,,,,,,,,,
2019-12-29 13:43,2019,12,29,13,Sun,15800,?? 1?,1,,,,,1,,,,,,,1,,,,,,,,,,,,
2019-12-29 14:26,2019,12,29,14,Sun,14800,??,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2019-12-29 14:32,2019,12,29,14,Sun,15000,?? 3?,,,,,1,,,,,,,1,,,,,,1,,,,,,,
2019-12-29 14:39,2019,12,29,14,Sun,14000,?? 2?,,1,,,,,,,,,,,,,,,,1,1,,,,,,
2019-12-29 14:42,2019,12,29,14,Sun,22800,??,1,,,,,1,1,,,,,,,,,,,1,,,,1,,,
2019-12-29 16:02,2019,12,29,16,Sun,25500,????,,1,,,,,,1,,,,,,1,2,,,1,,,,,,,
2019-12-30 11:27,2019,12,30,11,Mon,19800,??,1,,,,1,,,,,,,,,1,,,,1,,,,,,,
2019-12-30 11:44,2019,12,30,11,Mon,15300,???,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
2019-12-30 12:23,2019,12,30,12,Mon,91300,???,6,,,,6,,6,,,,,2,,,1,,,,,,,,,,
2019-12-30 14:35,2019,12,30,14,Mon,53900,????,3,1,,4,,,,2,,,,,,2,,,,,,,,,,,
2019-12-30 15:12,2019,12,30,15,Mon,16100,?? 1?,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-30 15:22,2019,12,30,15,Mon,26100,???,2,,,,,,,,,,,,,1,,,,,,2,,,,,
2019-12-30 15:44,2019,12,30,15,Mon,15800,???,1,,,,,,,,,,,,,,2,,1,,,,,,,,
2020-01-02 11:22,2020,01,02,11,Thur,15000,???,,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2020-01-02 11:23,2020,01,02,11,Thur,20300,??,1,,,,1,,,,,,,1,,1,,,,,,,,,,,
2020-01-02 11:33,2020,01,02,11,Thur,42900,???,3,,,1,,,,1,,,,1,,1,,,1,,,,,,,,
2020-01-02 12:17,2020,01,02,12,Thur,16500,?? 3?,,1,,,,,,,,,,,,,1,,,1,1,,,,,,
2020-01-02 12:27,2020,01,02,12,Thur,14300,?? 2?,2,1,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 12:33,2020,01,02,12,Thur,14800,?? 1?,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-01-02 12:50,2020,01,02,12,Thur,29300,?? 3?,1,,,,1,,,,,,,,,1,,,,,,1,,,,,
2020-01-02 14:06,2020,01,02,14,Thur,17600,???,2,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 14:16,2020,01,02,14,Thur,16500,?? 2?,,,,1,,1,2,,,,,,,,,,,,,,,,,,
2020-01-02 15:40,2020,01,02,15,Thur,46900,????,8,,,,1,,,,,,,,,,,,,,,,,,,,
2020-01-03 11:03,2020,01,03,11,Fri,21600,???,2,,,,,,,,,,,1,,,,,,,,,,1,,,
2020-01-03 11:14,2020,01,03,11,Fri,15500,???,,,,,,,,,,,,1,,1,,,,,,1,,,,,
2020-01-03 11:17,2020,01,03,11,Fri,20300,???,1,,,1,1,,,,,,,,,1,,,,,,,,,,,
2020-01-03 11:59,2020,01,03,11,Fri,16300,?? 3?,1,,,,,,,1,,,,,,,2,,,,,,,,,,
2020-01-03 13:44,2020,01,03,13,Fri,17300,?? 3?,1,1,,,1,,,,,,,,,,1,,,,,,,,,,
2020-01-03 14:05,2020,01,03,14,Fri,17000,?? 3?,,1,,1,,,,,,,,1,,,,,,,,,,,,,
2020-01-03 14:17,2020,01,03,14,Fri,43100,?? 1?,2,,,,4,,,,,,,2,,1,,,,,,,,,,,
2020-01-03 14:18,2020,01,03,14,Fri,18000,???,,1,,2,,,,,,,,,,1,,,,,,,,,,,
2020-01-03 15:41,2020,01,03,15,Fri,16100,?? 2?,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-01-03 16:06,2020,01,03,16,Fri,17300,???,,1,,,,,1,,,,1,,,,,,,,1,,,,,,
2020-01-03 16:25,2020,01,03,16,Fri,15100,?? 2?,1,,,,,,,,,,1,,,1,,,,,,,,,,,
2020-01-03 17:23,2020,01,03,17,Fri,20600,?? 2?,2,,,,,,,,,,,,,2,,,,,,,,,,,
2020-01-04 11:03,2020,01,04,11,Sat,23800,??,1,,,,1,,1,,,,,,,,,,,,1,,1,,,,
2020-01-04 11:10,2020,01,04,11,Sat,14800,?? 3?,1,,,,,1,,,,,,,,,,,,1,,,,,,,
2020-01-04 12:51,2020,01,04,12,Sat,24800,???,2,1,,,,,,,,,,,1,1,,,,,,,,,,,
2020-01-04 14:36,2020,01,04,14,Sat,15300,?? 1?,1,,,,,,,,,,,,,,,,,1,1,,,,,,
2020-01-04 14:52,2020,01,04,14,Sat,17400,???,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04 16:02,2020,01,04,16,Sat,15100,?? 3?,1,,,,,,,,,,1,,,,,,,,,,,1,,,
2020-01-04 17:23,2020,01,04,17,Sat,16500,?? 3?,,,,,,,,,,,,,,1,4,,,,,,,,,,
2020-01-05 11:03,2020,01,05,11,Sun,16800,???,1,,,,,,,,,,,,,1,,,,,,1,,,,,
2020-01-05 11:10,2020,01,05,11,Sun,18600,??,2,,,,,,,1,,,,,,,1,,,,,,,,,,
2020-01-05 11:13,2020,01,05,11,Sun,26700,?? 1?,4,,1,,,,,,,,,,,,,,,1,,,,,,,
2020-01-05 11:19,2020,01,05,11,Sun,14300,??,1,,,,,1,1,,,,,,,,,,,,,,,,,,
2020-01-05 11:23,2020,01,05,11,Sun,18000,??,,,,,1,,,,,,,,1,,1,,,1,,,,,,,
2020-01-05 12:15,2020,01,05,12,Sun,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05 12:37,2020,01,05,12,Sun,14300,??,1,1,,,,1,,,,,,,,,,,,,,,,,,,
2020-01-05 13:49,2020,01,05,13,Sun,20300,???,1,,,1,1,,,,,,,,,1,,,,,,,,,,,
2020-01-05 13:59,2020,01,05,13,Sun,14500,?? 1?,,,,1,,1,,,,,,,,,2,,,,,,,,,,
2020-01-05 14:06,2020,01,05,14,Sun,23800,??,1,1,,,1,,,,,,,,,1,,,,,,,,1,,,
2020-01-05 14:46,2020,01,05,14,Sun,18300,?? 2?,1,1,,1,,,,,,,,,,1,,,,,,,,,,,
2020-01-05 14:54,2020,01,05,14,Sun,14300,??,1,1,,,,,,,,,,,,,,,,1,,,,,,,
2020-01-05 15:06,2020,01,05,15,Sun,24400,?? 2?,1,1,,,,,,,,,,,,,,,,,,1,,,,,
2020-01-05 16:54,2020,01,05,16,Sun,15300,?? 3?,1,,,,,,,,,,,,,1,,,,1,,,,,,,
2020-01-05 17:25,2020,01,05,17,Sun,19600,??,2,,,,,,1,,,,,,,1,,,,,,,,,,,
2020-01-06 12:25,2020,01,06,12,Mon,14800,??,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2020-01-06 12:30,2020,01,06,12,Mon,30800,?? 2?,1,1,,2,2,,,,,,,,,1,,,,,,,,,,,
2020-01-06 12:43,2020,01,06,12,Mon,18300,?? 3?,1,,,1,,,1,,,,,1,,,,,,,,,,,,,
2020-01-06 12:50,2020,01,06,12,Mon,17300,??,,,,2,1,,,,,,1,,,,,,,,,,,,,,
2020-01-06 16:00,2020,01,06,16,Mon,14300,??,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2020-01-06 16:30,2020,01,06,16,Mon,14000,?? 2?,,,1,2,,,1,,,,,,,,,,,,,,,,,,
2020-01-08 11:15,2020,01,08,11,Wed,18100,?? 2?,3,,,,,,,,,,,,,,1,,,,,,,,,,
2020-01-08 11:26,2020,01,08,11,Wed,26000,?? 1?,5,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 12:42,2020,01,08,12,Wed,22600,???,2,1,,1,,1,,,,,,,,,,,,,,,,,,,
2020-01-08 12:47,2020,01,08,12,Wed,30300,????,1,,,1,1,,,,,,,,,,,,,,3,,,,,,
2020-01-08 13:08,2020,01,08,13,Wed,21200,?? 3?,4,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 13:15,2020,01,08,13,Wed,41400,?? 3?,3,,,2,2,,,,,,,,,2,,,,,,,,,,,
2020-01-08 13:31,2020,01,08,13,Wed,18300,???,1,2,,,,,1,,,,,,,,,,,,,,,,,,
2020-01-08 15:19,2020,01,08,15,Wed,27200,???,4,,,,,,,,,,,,,,2,,,,,,,,,,
2020-01-08 15:42,2020,01,08,15,Wed,19800,??,2,,,,1,,,,,,,,,,,,,,,1,,,,,
2020-01-08 16:33,2020,01,08,16,Wed,26900,????,3,,,,,,,,,,,,,1,,,,1,,,,,,,
2020-01-09 11:12,2020,01,09,11,Thur,35700,???,4,,,,2,,,,,,,1,,,,,,,,,,,,,
2020-01-09 11:39,2020,01,09,11,Thur,28300,?? 2?,2,1,1,1,,,,,,,,1,,1,,,,,,,,,,,
2020-01-09 12:09,2020,01,09,12,Thur,17000,?? 2?,2,2,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 12:27,2020,01,09,12,Thur,28800,??,1,,,,2,,1,,,,,,,1,2,,,,,,,,,,
2020-01-09 12:34,2020,01,09,12,Thur,18300,?? 3?,1,2,,,1,,,,,,,,,,,,,,,,,,,,
2020-01-09 13:44,2020,01,09,13,Thur,21900,?? 3?,2,,,,,,,,,,1,,,,1,,,1,,,,,,,
2020-01-09 13:59,2020,01,09,13,Thur,19800,???,1,,,,1,,,,,,,,,1,,,,1,,,,,,,
2020-01-09 15:22,2020,01,09,15,Thur,23300,??,1,1,,,,,1,,,,,,,1,2,,,,,,,,,,
2020-01-09 15:42,2020,01,09,15,Thur,19600,?? 3?,2,1,,,,,,,,,,1,,,,,,,,,,,,,
2020-01-09 15:59,2020,01,09,15,Thur,17600,???,2,1,,,,,,,,,,,,,1,,,,,,,,,,
2020-01-09 16:00,2020,01,09,16,Thur,14800,?? 2?,1,1,,,,,,,,,,1,,,,,,,,,,,,,
2020-01-09 17:00,2020,01,09,17,Thur,14800,?? 1?,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2020-01-10 11:07,2020,01,10,11,Fri,16300,???,1,,,,1,1,,,,,,,,,,,,,,,,,,,
2020-01-10 12:51,2020,01,10,12,Fri,21800,??,1,,,,,1,,,,,,,,,1,,,1,,,,1,,,
2020-01-10 12:57,2020,01,10,12,Fri,19600,?? 1?,2,,,,1,,1,,,,,,,,,,,,,,,,,,
2020-01-10 13:42,2020,01,10,13,Fri,20100,?? 3?,2,,,,,1,,,,,,,,,,,,,,1,,,,,
2020-01-10 13:51,2020,01,10,13,Fri,15800,?? 1?,1,,,,1,,,,,,,,,,,,,,,,,1,,,
2020-01-10 14:11,2020,01,10,14,Fri,14300,??,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2020-01-10 14:48,2020,01,10,14,Fri,19300,???,1,,,,,,,,,,,,,2,1,,,,,,,,,,
2020-01-10 15:10,2020,01,10,15,Fri,19300,??,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,
2020-01-11 11:03,2020,01,11,11,Sat,29000,?? 2?,,,,,6,,,,,,,,,,,,,,,,,,,,
2020-01-11 13:03,2020,01,11,13,Sat,20600,?? 3?,2,,,,2,,,,,,,,,,,,,,,,,,,,
2020-01-11 13:11,2020,01,11,13,Sat,15100,???,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2020-01-11 13:16,2020,01,11,13,Sat,19600,???,2,,,1,,,1,,,,,,,,,,,,,,,,,,
2020-01-11 14:09,2020,01,11,14,Sat,14800,?? 2?,2,,,,,,,,,,,,,,,,,1,,,,,,,
2020-01-11 14:19,2020,01,11,14,Sat,18300,?? 3?,1,,,2,,,,,,,,1,,,,,,,,,,,,,
2020-01-11 15:10,2020,01,11,15,Sat,15800,?? 2?,1,,,,,,,,,,,,,1,,,,,,,1,,,,
2020-01-11 15:42,2020,01,11,15,Sat,15800,???,1,,,,,,,,,,,2,,,,,,,,,,,,,
2020-01-12 11:03,2020,01,12,11,Sun,17300,?? 2?,2,,,,,1,,,,,,,,,1,,,,,,,,,,
2020-01-12 11:03,2020,01,12,11,Sun,21800,?? 1?,1,,,,,,1,,,,,,,,1,,,,,2,,,,,
2020-01-12 12:16,2020,01,12,12,Sun,44100,?? 3?,,2,,2,,4,,,,,2,1,,,,,,,,,,,,,
2020-01-12 12:19,2020,01,12,12,Sun,45400,???,8,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-01-12 12:30,2020,01,12,12,Sun,16000,?? 3?,,1,1,,,,,1,,,,1,,,,,,,,,,,,,
2020-01-12 12:42,2020,01,12,12,Sun,18000,?? 3?,,1,,1,,,,,,,,1,,,,,,,,,,,1,,
2020-01-12 13:23,2020,01,12,13,Sun,18300,???,1,1,,2,,,,,,,,,,,,,,,,,,,,,
2020-01-12 14:11,2020,01,12,14,Sun,14800,???,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-01-12 14:19,2020,01,12,14,Sun,24400,??,3,,,,,,1,,,,,,,1,,,,,,,,,,,
2020-01-12 14:31,2020,01,12,14,Sun,14500,??,,1,1,,,,1,,,,,,,,,,,1,,,,,,,
2020-01-12 16:05,2020,01,12,16,Sun,14500,?? 1?,,,,,,,,,,,,,,1,,,,2,,,,,,,
2020-01-12 16:23,2020,01,12,16,Sun,19600,?? 1?,2,,,,,,,,,,,,,,,,,2,,,,,,,
2020-01-12 16:30,2020,01,12,16,Sun,17000,?? 1?,,,,,,,1,,,,,,,,1,,,,2,,,,,,
2020-01-12 17:05,2020,01,12,17,Sun,21300,??,1,1,1,,,,,,,,,,1,,,,,,,1,,,,,
2020-01-13 11:52,2020,01,13,11,Mon,20300,?? 2?,1,,,,1,,,,,,,,,,,,,,,1,,1,,,
2020-01-13 11:59,2020,01,13,11,Mon,15300,??,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2020-01-13 12:23,2020,01,13,12,Mon,19000,???,,2,,,,,,,,,,2,,,,,,,,,,,,,
2020-01-13 13:49,2020,01,13,13,Mon,19300,?? 3?,1,,,1,,,,,,,,,,,,,,,,,,1,1,,
2020-01-13 15:44,2020,01,13,15,Mon,15100,??,2,,,1,,,,,,,,,,,,,,,,,,,,,
2020-01-13 15:50,2020,01,13,15,Mon,20500,?? 3?,,,,,,,,1,,,,,,,,,,,,,,1,1,,
2020-01-13 15:52,2020,01,13,15,Mon,14800,?? 3?,1,,,,,,1,,,,,,,,,,,,,1,,,,,
2020-01-13 16:55,2020,01,13,16,Mon,14500,???,,,1,1,,1,1,,,,,,,,,,,,,,,,,,
2020-01-15 11:04,2020,01,15,11,Wed,20300,????,1,1,,1,1,,,,,,,,,,,,,,,,,,,,
2020-01-15 11:08,2020,01,15,11,Wed,17300,???,1,,,1,,,,,,,,1,,,1,,,,,,,,,,
2020-01-15 11:24,2020,01,15,11,Wed,15500,?? 3?,,,,,,1,,1,,,,,1,,,,,,,,,,,,
2020-01-15 11:28,2020,01,15,11,Wed,116500,???,10,,,,10,,2,,,,,3,,,,,,,,,,,,,
2020-01-15 12:19,2020,01,15,12,Wed,16000,?? 2?,,1,1,,,1,,,,,,,1,,,,,,,,,,,,
